"","id","use","flag","text"
"296","C2354","Wildlife Population Management","Maybe","
							 
						"
"297","C2354","All Terrain Vehicle Use, Off Trails","No","ATV off trails is not permitted except for direct retrieval of game."
"298","C2354","All Terrain Vehicle Use, On Trails","Yes","Existing use permitted to continue where it does not adversely affect the values being protected."
"299","C2354","Campgrounds","No","
							 
						"
"300","C2354","Food Gathering","Yes","
							 
						"
"301","C2354","Horseback Riding (trail)","Yes","Existing use on trails permitted."
"302","C2354","Hunting","Yes","Hunting is permitted in accordance with the Fish and Wildlife Conservation Act and regulations.  For more information, visit https://www.ontario.ca/hunting.  Some municipalities have by-laws that apply to hunting including restricting the discharge of firearms. Check with the local municipal office for details."
"303","C2354","Motor Boat Use, Commercial","Yes","
							 
						"
"304","C2354","Motor Boat Use, Private","Yes","
							 
						"
"305","C2354","Mountain Bike Use","Yes","Existing use on trails permitted."
"306","C2354","Non-motorized Recreation Travel","Yes","
							 
						"
"307","C2354","Rock Climbing","Maybe","No known capability in the Conservation Reserve."
"308","C2354","Snowmobiling, Off Trails","No","Except for the direct retrieval of game."
"309","C2354","Snowmobiling, On Trails","Yes","
							 
						"
"310","C2354","Sport Fishing","Yes","Recreational fishing is permitted in accordance with the Ontario Fishery Regulations. For more information, visit https://www.ontario.ca/fishing and review the Ontario Recreational Fishing Regulations Summary or Fish ON-Line to determine the seasons, catch limits and other restrictions that apply in this area including the location of fish sanctuaries."
"311","C2354","Trail Development, Existing","Yes","Existing authorized trails (e.g. hiking, skiing, snowmobiling) can continue unless there are significant demonstrated conflicts."
"312","C2354","Trail Development, New","Maybe","Development of trails for a variety of activities (e.g., hiking, cross-country skiing, cycling, horseback riding, and snowmobiling) can be considered where it does not adversely affect the values being protected"
"313","C166","Aggregate Extraction","No","
							 
						"
"314","C166","Bait Fishing, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts."
"315","C166","Bait Fishing, New","Maybe","New operations can be considered, subject to the 'test of compatibility'."
"316","C166","Bear Hunting by Non-residents (guided), Existing","Yes","Existing authorized operations permitted to continue."
"317","C166","Bear Hunting by Non-residents (guided), New","No","New operations not permitted."
"318","C166","Commercial Fishing, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts."
"319","C166","Commercial Fishing, New","Maybe","New operations can be considered, subject to the 'test of compatibility'."
"320","C166","Commercial Fur Harvesting, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts.  Existing trap cabins can continue."
"321","C166","Commercial Fur Harvesting, New","Maybe","New cabins are not permitted.  New operations can be considered, subject to the 'test of compatibility'."
"322","C166","Commercial Hydro Development","No","
							 
						"
"323","C166","Commercial Power Generation Development","No","
							 
						"
"324","C166","Commercial Timber Harvest","No","
							 
						"
"325","C166","Commercial Tourism (Services and/or Facilities), Existing","Yes","Existing authorized facilities can continue, unless there are significant demonstrated conflicts."
"326","C166","Commercial Tourism (Services and/or Facilities), New","Maybe","New tourism facilities can be considered during the planning for an individual reserve."
"327","C166","Energy Transmission and Communications Corridors, Existing","Yes","These facilities should avoid conservation reserve lands wherever possible."
"328","C166","Energy Transmission and Communications Corridors, New","No","
							 
						"
"329","C166","Food Harvest (Commercial), Existing","Maybe","
							 
						"
"330","C166","Food Harvest (Commercial), New","Maybe","
							 
						"
"331","C166","Mineral Exploration and Development","No","
							 
						"
"332","C166","Peat Extraction","No","
							 
						"
"333","C166","Wild Rice Harvesting, Existing","Yes","
							 
						"
"334","C166","Wild Rice Harvesting, New","Maybe","
							 
						"
"335","C166","Crown Land Disposition, Commercial or Public Use","Maybe","Sale of lands is not permitted, except for minor dispositions in support of existing uses (e.g. reconstruction of a septic system).  Renewals of existing leases and land use permits are permitted.  Requests for transfer of tenure will be considered in th"
"336","C166","Crown Land Disposition, Private Use","Maybe","Sale of lands is not permitted, except for minor dispositions in support of existing uses (e.g. reconstruction of a septic system).  Renewals of existing leases and land use permits are permitted.  Requests for transfer of tenure will be considered in th"
"337","C166","Fire Suppression","Yes","Fire suppression policies are similar to adjacent Crown lands, unless alternative fire policies have been developed through a planning process."
"338","C166","Fish Habitat Management","Maybe","
							 
						"
"339","C166","Fish Stocking, Native Species","Maybe","Conservation Reserves policy indicates that 'featured species management' may be permitted."
"340","C166","Insect/disease Suppression","Maybe","
							 
						"
"341","C166","Inventory/Monitoring","Yes","
							 
						"
"342","C166","Prescribed Burning","Maybe","
							 
						"
"343","C166","Private Recreation Camp, Existing","Yes","Existing camps permitted to continue, and may be eligible for enhanced tenure, but not purchase of land."
"344","C166","Private Recreation Camp, New","No","
							 
						"
"345","C166","Road Development and Maintenance, Existing","Yes","Existing roads can continue to be used.  Continued use will include maintenance and may include future upgrading."
